price;state;country;nombre_de_chambre;surface_living;surface_lot;condition;date
400000;Auburn;USA;5.0;3630.0;6000.0;3.0;02/05/2014
604000;Federal Way;USA;5.0;3240.0;6863.0;3.0;02/05/2014
440000;Seattle;USA;2.0;800.0;6500.0;4.0;02/05/2014
287200;Maple Valley;USA;3.0;1850.0;5100.0;3.0;02/05/2014
403000;Normandy Park;USA;4.0;1960.0;11600.0;5.0;02/05/2014
750000;Seattle;USA;3.0;2390.0;34041.0;3.0;02/05/2014
335000;Fall City;USA;4.0;1580.0;5340.0;3.0;02/05/2014
260000;Renton;USA;3.0;1480.0;8394.0;4.0;02/05/2014
308500;Shoreline;USA;1.0;850.0;8050.0;2.0;02/05/2014
439950;Seattle;USA;3.0;1770.0;17208.0;3.0;02/05/2014
235000;Seattle;USA;2.0;1210.0;7507.0;3.0;02/05/2014
315000;Woodinville;USA;2.0;1160.0;1458.0;3.0;02/05/2014
437500;Issaquah;USA;3.0;1970.0;11088.0;4.0;02/05/2014
407500;Renton;USA;3.0;1930.0;1348.0;3.0;02/05/2014
445700;Seattle;USA;3.0;1270.0;1413.0;3.0;02/05/2014
838000;Redmond;USA;4.0;3310.0;127631.0;5.0;02/05/2014
630000;Issaquah;USA;3.0;2710.0;19000.0;4.0;02/05/2014
550000;Sammamish;USA;5.0;2910.0;53898.0;5.0;02/05/2014
805000;Seattle;USA;3.0;2710.0;19000.0;4.0;02/05/2014
284000;Carnation;USA;3.0;1800.0;12196.0;4.0;02/05/2014
470000;Bothell;USA;3.0;2210.0;4000.0;3.0;02/05/2014
430000;Bellevue;USA;3.0;1920.0;8223.0;4.0;02/05/2014
491500;Auburn;USA;3.0;2190.0;11394.0;3.0;02/05/2014
785000;Snoqualmie;USA;3.0;3660.0;39478.0;4.0;02/05/2014
385000;Seattle;USA;2.0;1320.0;8830.0;3.0;02/05/2014
295000;Seattle;USA;3.0;1630.0;7700.0;3.0;02/05/2014
555000;Snoqualmie;USA;4.0;3310.0;127631.0;5.0;02/05/2014
459990;North Bend;USA;4.0;2680.0;5539.0;3.0;02/05/2014
625000;Renton;USA;5.0;2730.0;22572.0;3.0;02/05/2014
300000;Kent;USA;4.0;2540.0;5001.0;3.0;02/05/2014
625000;Renton;USA;4.0;2920.0;33976.0;5.0;03/05/2014
553000;Seattle;USA;2.0;900.0;9260.0;3.0;03/05/2014
379880;Issaquah;USA;3.0;1650.0;6400.0;4.0;03/05/2014
310000;Snoqualmie;USA;2.0;1010.0;9219.0;4.0;03/05/2014
775000;Redmond;USA;4.0;2680.0;5539.0;3.0;04/05/2014
365000;Renton;USA;3.0;2200.0;5000.0;3.0;04/05/2014
331950;Auburn;USA;4.0;2530.0;8169.0;3.0;04/05/2014
783500;Seattle;USA;5.0;2850.0;209523.0;4.0;04/05/2014
628000;Seattle;USA;3.0;2280.0;2289.0;3.0;04/05/2014
560000;Sammamish;USA;4.0;1900.0;7200.0;3.0;05/05/2014
900000;Kirkland;USA;2.0;1330.0;10838.0;3.0;05/05/2014
531000;Seattle;USA;3.0;1270.0;1413.0;3.0;05/05/2014
831000;Seattle;USA;4.0;2170.0;10500.0;4.0;05/05/2014
780000;Sammamish;USA;5.0;2730.0;22572.0;3.0;05/05/2014
755000;Bellevue;USA;3.0;2120.0;13090.0;3.0;05/05/2014
705380;Issaquah;USA;3.0;2490.0;3582.0;3.0;05/05/2014
627000;Issaquah;USA;2.0;1990.0;4000.0;5.0;05/05/2014
865000;Sammamish;USA;5.0;3690.0;11928.0;3.0;05/05/2014
580000;Seattle;USA;4.0;2540.0;5001.0;3.0;05/05/2014
410000;Issaquah;USA;3.0;1800.0;12196.0;4.0;05/05/2014
485000;Kirkland;USA;3.0;2340.0;5957.0;3.0;05/05/2014
400000;Shoreline;USA;4.0;2110.0;12653.0;4.0;05/05/2014
549000;Seattle;USA;3.0;1140.0;10400.0;4.0;05/05/2014
620000;Kirkland;USA;3.0;1480.0;8394.0;4.0;05/05/2014
405000;Seattle;USA;3.0;1410.0;8053.0;4.0;05/05/2014
232000;Des Moines;USA;3.0;1200.0;7280.0;4.0;05/05/2014
800866;Kirkland;USA;4.0;3180.0;31931.0;4.0;05/05/2014
650000;Seattle;USA;4.0;2160.0;8119.0;3.0;05/05/2014
823000;Seattle;USA;4.0;2920.0;33976.0;5.0;05/05/2014
770000;Seattle;USA;4.0;2350.0;18600.0;4.0;05/05/2014
524000;Seattle;USA;3.0;1560.0;9788.0;3.0;05/05/2014
541125;Bellevue;USA;5.0;2740.0;5616.0;5.0;05/05/2014
670000;Seattle;USA;3.0;1680.0;1570.0;3.0;05/05/2014
384900;Federal Way;USA;4.0;3090.0;6744.0;3.0;05/05/2014
406100;Seattle;USA;3.0;1410.0;8053.0;4.0;05/05/2014
1395000;Seattle;USA;5.0;4010.0;8510.0;5.0;05/05/2014
736500;Renton;USA;4.0;3180.0;31931.0;4.0;05/05/2014
570000;Redmond;USA;4.0;2010.0;7688.0;3.0;05/05/2014
787000;Bellevue;USA;2.0;1330.0;10838.0;3.0;05/05/2014
328000;Auburn;USA;4.0;2370.0;3672.0;5.0;05/05/2014
435000;Seattle;USA;4.0;1840.0;1562.0;3.0;05/05/2014
499000;Snoqualmie;USA;5.0;2910.0;53898.0;5.0;05/05/2014
501000;Bellevue;USA;4.0;2070.0;39446.0;3.0;05/05/2014
1090000;Redmond;USA;3.0;4340.0;4947.0;3.0;05/05/2014
400000;Seattle;USA;2.0;840.0;3400.0;4.0;05/05/2014
220000;Federal Way;USA;2.0;1240.0;3000.0;3.0;05/05/2014
657100;Seattle;USA;3.0;1390.0;1484.0;3.0;05/05/2014
309950;Maple Valley;USA;4.0;2310.0;68824.0;4.0;05/05/2014
300000;Duvall;USA;2.0;1050.0;5000.0;5.0;05/05/2014
525888;Issaquah;USA;4.0;2550.0;10000.0;3.0;05/05/2014
740000;Seattle;USA;4.0;2010.0;7688.0;3.0;05/05/2014
340000;Kirkland;USA;4.0;1120.0;5427.0;3.0;05/05/2014
398750;Seattle;USA;4.0;2230.0;4372.0;5.0;05/05/2014
206000;Burien;USA;2.0;810.0;8424.0;4.0;05/05/2014
1030000;Bellevue;USA;4.0;3190.0;11597.0;3.0;05/05/2014
600000;Sammamish;USA;3.0;1670.0;1596.0;3.0;05/05/2014
379950;Shoreline;USA;3.0;1970.0;11088.0;4.0;05/05/2014
287000;Seattle;USA;3.0;1450.0;7200.0;3.0;05/05/2014
2280000;Redmond;USA;7.0;13540.0;307752.0;3.0;05/05/2014
309950;Renton;USA;3.0;1880.0;11249.0;3.0;05/05/2014
600000;Seattle;USA;3.0;1880.0;11249.0;3.0;05/05/2014
418000;Seattle;USA;3.0;1410.0;8053.0;4.0;05/05/2014
449250;Seattle;USA;3.0;1480.0;8394.0;4.0;05/05/2014
329950;Seattle;USA;3.0;1140.0;10400.0;4.0;05/05/2014
245000;Auburn;USA;3.0;1920.0;8223.0;4.0;05/05/2014
549000;Renton;USA;5.0;2910.0;53898.0;5.0;05/05/2014
800000;Sammamish;USA;5.0;3240.0;6863.0;3.0;05/05/2014
249950;Renton;USA;3.0;1550.0;4980.0;3.0;05/05/2014
210000;Des Moines;USA;2.0;2050.0;11900.0;4.0;05/05/2014
1425000;Seattle;USA;3.0;2220.0;4000.0;3.0;05/05/2014
585000;Seattle;USA;3.0;1770.0;17208.0;3.0;05/05/2014
615000;Redmond;USA;3.0;2300.0;13418.0;3.0;05/05/2014
618500;Seattle;USA;3.0;1800.0;12196.0;4.0;05/05/2014
487585;Kirkland;USA;4.0;2010.0;7688.0;3.0;05/05/2014
509900;Issaquah;USA;3.0;1790.0;3078.0;3.0;05/05/2014
631625;Seattle;USA;4.0;2440.0;11005.0;3.0;05/05/2014
555000;Issaquah;USA;4.0;1940.0;6206.0;3.0;05/05/2014
340000;Seattle;USA;2.0;1160.0;1458.0;3.0;05/05/2014
830000;Redmond;USA;4.0;3400.0;3850.0;3.0;05/05/2014
890000;Issaquah;USA;4.0;4420.0;16526.0;3.0;05/05/2014
366750;Seattle;USA;3.0;1571.0;2017.0;3.0;05/05/2014
415000;Issaquah;USA;3.0;1620.0;30736.0;4.0;05/05/2014
416286;Seattle;USA;3.0;1408.0;989.0;3.0;05/05/2014
478000;Renton;USA;4.0;3040.0;36246.0;3.0;05/05/2014
890000;Issaquah;USA;4.0;4490.0;5099.0;3.0;05/05/2014
419190;Issaquah;USA;4.0;1590.0;131551.0;4.0;05/05/2014
712198;Redmond;USA;5.0;2450.0;6994.0;3.0;05/05/2014
397000;Kirkland;USA;4.0;1440.0;3600.0;4.0;06/05/2014
450000;Seattle;USA;3.0;1100.0;8560.0;3.0;06/05/2014
353000;Seattle;USA;2.0;1350.0;4614.0;3.0;06/05/2014
609000;Redmond;USA;3.0;2150.0;4333.0;3.0;06/05/2014
234000;Covington;USA;3.0;1490.0;8102.0;4.0;06/05/2014
561000;Seattle;USA;5.0;2000.0;7900.0;4.0;06/05/2014
469000;Seattle;USA;3.0;1030.0;9834.0;3.0;06/05/2014
329350;Seattle;USA;1.0;720.0;6000.0;3.0;06/05/2014
488000;Seattle;USA;3.0;2020.0;8555.0;4.0;06/05/2014
279900;Des Moines;USA;4.0;1580.0;5340.0;3.0;06/05/2014
606000;Issaquah;USA;4.0;2110.0;12653.0;4.0;06/05/2014
312000;Seattle;USA;3.0;1300.0;6710.0;4.0;06/05/2014
650000;Seattle;USA;3.0;1630.0;7700.0;3.0;06/05/2014
1135000;Seattle;USA;5.0;3370.0;7947.0;3.0;06/05/2014
325000;Seattle;USA;3.0;1890.0;3330.0;4.0;06/05/2014
425000;Inglewood-Finn Hill;USA;3.0;1520.0;9030.0;3.0;06/05/2014
219000;Seattle;USA;2.0;900.0;9260.0;3.0;06/05/2014
250000;Shoreline;USA;2.0;1050.0;5000.0;5.0;06/05/2014
390000;Bellevue;USA;2.0;1260.0;1575.0;3.0;06/05/2014
475000;Kenmore;USA;4.0;3470.0;32109.0;3.0;06/05/2014
736000;Bellevue;USA;4.0;2290.0;5350.0;4.0;06/05/2014
407000;Des Moines;USA;3.0;2810.0;18731.0;4.0;06/05/2014
272000;Carnation;USA;3.0;1650.0;6400.0;4.0;06/05/2014
362000;Burien;USA;3.0;1640.0;2808.0;4.0;06/05/2014
535000;Kirkland;USA;3.0;1850.0;5100.0;3.0;06/05/2014
284000;Kent;USA;5.0;2000.0;7900.0;4.0;06/05/2014
367500;Shoreline;USA;3.0;1410.0;8053.0;4.0;06/05/2014
379900;Kenmore;USA;5.0;1500.0;7112.0;5.0;06/05/2014
520000;Renton;USA;3.0;2460.0;41343.0;4.0;06/05/2014
175000;Renton;USA;2.0;1010.0;9219.0;4.0;06/05/2014
460000;Seattle;USA;3.0;1230.0;6000.0;4.0;06/05/2014
345000;Renton;USA;4.0;2331.0;3826.0;3.0;06/05/2014
455000;Kirkland;USA;4.0;2240.0;8504.0;3.0;06/05/2014
610000;Bellevue;USA;5.0;2450.0;6994.0;3.0;06/05/2014
563000;Kenmore;USA;5.0;3100.0;10200.0;3.0;06/05/2014
612500;Seattle;USA;4.0;2060.0;7283.0;3.0;06/05/2014
218000;Federal Way;USA;3.0;1850.0;5100.0;3.0;06/05/2014
404000;Bellevue;USA;4.0;1840.0;1562.0;3.0;06/05/2014
860000;Redmond;USA;5.0;3740.0;32481.0;3.0;06/05/2014
136500;Federal Way;USA;3.0;1420.0;1237.0;3.0;06/05/2014
313950;Seattle;USA;3.0;1510.0;7066.0;3.0;06/05/2014
575000;Seattle;USA;2.0;2130.0;4920.0;4.0;06/05/2014
1225000;Seattle;USA;3.0;3490.0;8343.0;4.0;06/05/2014
280000;North Bend;USA;3.0;1630.0;7700.0;3.0;06/05/2014
515000;Sammamish;USA;3.0;1790.0;3078.0;3.0;06/05/2014
513000;Kenmore;USA;5.0;2000.0;7900.0;4.0;06/05/2014
599000;Bellevue;USA;4.0;2260.0;7200.0;4.0;06/05/2014
685000;Sammamish;USA;3.0;3030.0;9053.0;3.0;06/05/2014
365000;Seattle;USA;3.0;1310.0;7300.0;3.0;06/05/2014
762300;Sammamish;USA;5.0;3880.0;13000.0;3.0;06/05/2014
1580000;Seattle;USA;5.0;3760.0;9792.0;3.0;06/05/2014
562000;Redmond;USA;4.0;3040.0;36246.0;3.0;06/05/2014
530000;Bellevue;USA;5.0;2910.0;53898.0;5.0;06/05/2014
525000;Sammamish;USA;3.0;2970.0;23100.0;3.0;06/05/2014
484000;Seattle;USA;4.0;1660.0;8063.0;4.0;06/05/2014
725126;Newcastle;USA;6.0;3200.0;9200.0;4.0;06/05/2014
360000;Auburn;USA;4.0;2680.0;5539.0;3.0;06/05/2014
387000;Newcastle;USA;3.0;1230.0;6000.0;4.0;06/05/2014
483500;Woodinville;USA;5.0;2740.0;5616.0;5.0;06/05/2014
655500;Shoreline;USA;3.0;3380.0;108900.0;3.0;06/05/2014
345000;Seattle;USA;3.0;1110.0;7231.0;4.0;06/05/2014
533000;Seattle;USA;3.0;1800.0;12196.0;4.0;06/05/2014
385000;Seattle;USA;4.0;1900.0;7200.0;3.0;06/05/2014
675000;Bellevue;USA;2.0;930.0;7740.0;3.0;06/05/2014
197000;Auburn;USA;2.0;1690.0;4500.0;3.0;06/05/2014
485000;Seattle;USA;3.0;1420.0;1237.0;3.0;06/05/2014
1870000;Mercer Island;USA;5.0;4510.0;15175.0;3.0;06/05/2014
295000;Federal Way;USA;3.0;1980.0;6250.0;5.0;06/05/2014
499000;Seattle;USA;3.0;1170.0;8182.0;3.0;06/05/2014
1050000;Seattle;USA;3.0;2200.0;5000.0;3.0;06/05/2014
191000;Federal Way;USA;2.0;800.0;6500.0;4.0;06/05/2014
500000;Seattle;USA;3.0;1480.0;8394.0;4.0;06/05/2014
390000;Seattle;USA;4.0;2890.0;18226.0;3.0;06/05/2014
979000;Seattle;USA;4.0;2690.0;18653.0;3.0;06/05/2014
580000;Renton;USA;4.0;3569.0;8327.0;3.0;06/05/2014
369950;Seattle;USA;3.0;1270.0;1413.0;3.0;06/05/2014
1800000;Bellevue;USA;4.0;4490.0;5099.0;3.0;06/05/2014
776000;Redmond;USA;4.0;3040.0;36246.0;3.0;06/05/2014
519950;Seattle;USA;3.0;1170.0;8182.0;3.0;07/05/2014
255000;Burien;USA;4.0;2060.0;7283.0;3.0;07/05/2014
495000;Seattle;USA;3.0;990.0;9798.0;3.0;07/05/2014
510000;Shoreline;USA;4.0;2430.0;4748.0;3.0;07/05/2014
1150000;Redmond;USA;3.0;4460.0;26027.0;3.0;07/05/2014
253000;Black Diamond;USA;4.0;1250.0;7400.0;5.0;07/05/2014
503000;Kirkland;USA;4.0;1540.0;115434.0;4.0;07/05/2014
275000;Maple Valley;USA;3.0;1600.0;3573.0;3.0;07/05/2014
249000;Burien;USA;3.0;1110.0;7231.0;4.0;07/05/2014
310000;Renton;USA;4.0;1840.0;1562.0;3.0;07/05/2014
750000;Seattle;USA;5.0;2520.0;16100.0;4.0;07/05/2014
630000;Ravensdale;USA;4.0;2680.0;5539.0;3.0;07/05/2014
599999;Seattle;USA;3.0;3830.0;48743.0;3.0;07/05/2014
758000;Kirkland;USA;2.0;2410.0;102366.0;4.0;07/05/2014
248500;Covington;USA;3.0;1720.0;7885.0;3.0;07/05/2014
310000;Kent;USA;4.0;2070.0;39446.0;3.0;07/05/2014
460000;Redmond;USA;3.0;1760.0;6875.0;4.0;07/05/2014
675000;Bellevue;USA;3.0;1680.0;1570.0;3.0;07/05/2014
526000;Seattle;USA;3.0;1550.0;4980.0;3.0;07/05/2014
560000;Carnation;USA;4.0;4120.0;22370.0;3.0;07/05/2014
415000;Bothell;USA;4.0;1830.0;8734.0;4.0;07/05/2014
246000;Burien;USA;3.0;1400.0;6956.0;4.0;07/05/2014
314500;Federal Way;USA;3.0;1870.0;5449.0;3.0;07/05/2014
3200000;Seattle;USA;7.0;6210.0;8856.0;5.0;07/05/2014
420000;Seattle;USA;3.0;1040.0;8892.0;4.0;07/05/2014
535000;Carnation;USA;4.0;2720.0;10006.0;3.0;07/05/2014
350000;Kirkland;USA;2.0;1010.0;9219.0;4.0;07/05/2014
515000;Bellevue;USA;4.0;1580.0;5340.0;3.0;07/05/2014
749950;Seattle;USA;4.0;2600.0;5390.0;4.0;07/05/2014
230000;Renton;USA;3.0;1920.0;8223.0;4.0;07/05/2014
568000;Seattle;USA;4.0;2350.0;18600.0;4.0;07/05/2014
250000;Burien;USA;3.0;1100.0;8560.0;3.0;07/05/2014
581000;Kirkland;USA;4.0;2510.0;4543.0;3.0;07/05/2014
651000;Kent;USA;5.0;3240.0;6863.0;3.0;07/05/2014
600000;Issaquah;USA;3.0;2460.0;41343.0;4.0;07/05/2014
500000;Seattle;USA;2.0;1010.0;9219.0;4.0;07/05/2014
475000;Seattle;USA;2.0;820.0;4320.0;3.0;07/05/2014
352000;Seattle;USA;4.0;2420.0;10200.0;4.0;07/05/2014
420000;Kirkland;USA;3.0;1770.0;17208.0;3.0;07/05/2014
428000;Redmond;USA;2.0;1350.0;4614.0;3.0;07/05/2014
599000;Seattle;USA;4.0;1960.0;11600.0;5.0;07/05/2014
492000;Shoreline;USA;4.0;3305.0;16164.0;5.0;07/05/2014
630000;Renton;USA;4.0;2550.0;10000.0;3.0;07/05/2014
900000;Woodinville;USA;4.0;4130.0;112521.0;3.0;07/05/2014
1110000;Clyde Hill;USA;4.0;2310.0;68824.0;4.0;07/05/2014
575000;Seattle;USA;3.0;1650.0;6400.0;4.0;07/05/2014
705000;Seattle;USA;3.0;2650.0;9380.0;5.0;07/05/2014
940000;Seattle;USA;3.0;1890.0;3330.0;4.0;07/05/2014
313000;Federal Way;USA;3.0;2190.0;11394.0;3.0;07/05/2014
618080;Issaquah;USA;4.0;2030.0;9300.0;4.0;07/05/2014
640000;Renton;USA;5.0;2270.0;6300.0;3.0;07/05/2014
485000;Seattle;USA;3.0;1610.0;15005.0;4.0;07/05/2014
300000;Seattle;USA;2.0;760.0;3001.0;3.0;07/05/2014
379500;Redmond;USA;3.0;1640.0;2808.0;4.0;07/05/2014
339950;Renton;USA;3.0;1630.0;7700.0;3.0;07/05/2014
1500000;Seattle;USA;4.0;3560.0;12047.0;3.0;07/05/2014
1340000;Seattle;USA;4.0;2960.0;6031.0;3.0;07/05/2014
500000;Issaquah;USA;4.0;1940.0;6206.0;3.0;07/05/2014
239900;Kent;USA;3.0;1410.0;8053.0;4.0;07/05/2014
314950;Renton;USA;3.0;1040.0;8892.0;4.0;07/05/2014
361280;Seattle;USA;2.0;820.0;4320.0;3.0;07/05/2014
100000;Algona;USA;2.0;910.0;9612.0;4.0;07/05/2014
540000;Lake Forest Park;USA;4.0;3700.0;21755.0;3.0;07/05/2014
480500;Woodinville;USA;3.0;2180.0;7741.0;3.0;07/05/2014
280000;Auburn;USA;3.0;1600.0;3573.0;3.0;07/05/2014
440000;Seattle;USA;5.0;1500.0;7112.0;5.0;07/05/2014
530000;Seattle;USA;3.0;1340.0;13750.0;4.0;07/05/2014
560000;Issaquah;USA;3.0;1860.0;7440.0;5.0;07/05/2014
775000;Seattle;USA;4.0;2540.0;5001.0;3.0;07/05/2014
160000;Kent;USA;3.0;1040.0;8892.0;4.0;07/05/2014
209950;Federal Way;USA;3.0;1380.0;4500.0;5.0;07/05/2014
226500;Covington;USA;3.0;1640.0;2808.0;4.0;07/05/2014
380000;Seattle;USA;4.0;3000.0;5470.0;3.0;07/05/2014
409500;Kenmore;USA;3.0;2140.0;40098.0;5.0;07/05/2014
690000;Seattle;USA;3.0;1760.0;6875.0;4.0;07/05/2014
405000;Shoreline;USA;4.0;1660.0;8063.0;4.0;07/05/2014
375000;Maple Valley;USA;4.0;1830.0;8734.0;4.0;07/05/2014
794154;Seattle;USA;3.0;2210.0;4000.0;3.0;07/05/2014
185000;Burien;USA;3.0;1490.0;8102.0;4.0;07/05/2014
245000;Seattle;USA;2.0;1260.0;1575.0;3.0;07/05/2014
1532500;Kirkland;USA;4.0;4270.0;5800.0;5.0;07/05/2014
1040000;Kirkland;USA;4.0;3900.0;9750.0;5.0;07/05/2014
425000;Seattle;USA;3.0;1150.0;887.0;3.0;07/05/2014
495000;Auburn;USA;4.0;2656.0;21195.0;3.0;07/05/2014
365000;Seattle;USA;2.0;2410.0;102366.0;4.0;07/05/2014
417250;Seattle;USA;3.0;1606.0;1452.0;3.0;07/05/2014
339950;Seattle;USA;2.0;820.0;4320.0;3.0;07/05/2014
615000;Seattle;USA;4.0;1540.0;115434.0;4.0;08/05/2014
403000;Duvall;USA;4.0;2090.0;6630.0;3.0;08/05/2014
980000;Mercer Island;USA;4.0;3160.0;13194.0;5.0;08/05/2014
258000;Federal Way;USA;5.0;1730.0;9230.0;3.0;08/05/2014
533000;Seattle;USA;3.0;1670.0;1596.0;3.0;08/05/2014
537500;Sammamish;USA;4.0;2550.0;10000.0;3.0;08/05/2014
830000;Mercer Island;USA;4.0;3040.0;36246.0;3.0;08/05/2014
712000;Seattle;USA;4.0;1250.0;7400.0;5.0;08/05/2014
262000;Algona;USA;3.0;2020.0;8555.0;4.0;08/05/2014
753888;Issaquah;USA;3.0;2660.0;192099.0;4.0;08/05/2014
134000;Skykomish;USA;3.0;980.0;7200.0;4.0;08/05/2014
402000;Kirkland;USA;4.0;1960.0;11600.0;5.0;08/05/2014
205000;Seattle;USA;1.0;720.0;6000.0;3.0;08/05/2014
553650;Seattle;USA;4.0;1360.0;13372.0;3.0;08/05/2014
559950;Redmond;USA;3.0;1870.0;5449.0;3.0;08/05/2014
260000;Kent;USA;2.0;2130.0;4920.0;4.0;08/05/2014
270000;Kent;USA;4.0;1810.0;7500.0;2.0;08/05/2014
295000;Issaquah;USA;3.0;2200.0;5000.0;3.0;08/05/2014
719000;Seattle;USA;2.0;1690.0;4500.0;3.0;08/05/2014
266000;Kent;USA;4.0;1940.0;6206.0;3.0;08/05/2014
325900;Kent;USA;3.0;2320.0;10960.0;3.0;08/05/2014
647500;Normandy Park;USA;4.0;2060.0;7283.0;3.0;08/05/2014
1039000;Seattle;USA;5.0;3410.0;9088.0;3.0;08/05/2014
569000;Redmond;USA;3.0;2250.0;14274.0;4.0;08/05/2014
246000;Kent;USA;3.0;1390.0;1484.0;3.0;08/05/2014
515000;Seattle;USA;3.0;1060.0;7920.0;4.0;08/05/2014
207000;Seattle;USA;3.0;1490.0;8102.0;4.0;08/05/2014
780000;Bellevue;USA;3.0;2480.0;5500.0;3.0;08/05/2014
489990;Kent;USA;4.0;2440.0;11005.0;3.0;08/05/2014
335000;Auburn;USA;4.0;2240.0;8504.0;3.0;08/05/2014
295000;Federal Way;USA;3.0;1920.0;8223.0;4.0;08/05/2014
385000;Seattle;USA;3.0;1890.0;3330.0;4.0;08/05/2014
350000;Kent;USA;3.0;2250.0;14274.0;4.0;08/05/2014
235000;Seattle;USA;3.0;1270.0;1413.0;3.0;08/05/2014
358000;Seattle;USA;3.0;960.0;8106.0;3.0;08/05/2014
716500;Sammamish;USA;5.0;3290.0;5029.0;3.0;08/05/2014
228000;Seattle;USA;5.0;2000.0;7900.0;4.0;08/05/2014
405000;Seattle;USA;2.0;1020.0;7920.0;3.0;08/05/2014
538000;Redmond;USA;4.0;1840.0;1562.0;3.0;08/05/2014
530000;Bellevue;USA;3.0;1980.0;6250.0;5.0;08/05/2014
1750000;Seattle;USA;4.0;3510.0;9400.0;3.0;08/05/2014
636000;Seattle;USA;3.0;1230.0;6000.0;4.0;08/05/2014
535000;Woodinville;USA;3.0;2280.0;2289.0;3.0;08/05/2014
1500000;Bellevue;USA;4.0;2430.0;4748.0;3.0;08/05/2014
868500;Renton;USA;4.0;2920.0;33976.0;5.0;08/05/2014
530000;Seattle;USA;3.0;2280.0;2289.0;3.0;08/05/2014
450000;Woodinville;USA;3.0;1510.0;7066.0;3.0;08/05/2014
230000;Seattle;USA;3.0;950.0;9400.0;4.0;08/05/2014
229000;Tukwila;USA;2.0;1190.0;27007.0;4.0;08/05/2014
437000;Redmond;USA;3.0;1310.0;7300.0;3.0;08/05/2014
1307000;Seattle;USA;4.0;2800.0;9538.0;3.0;08/05/2014
595000;Kirkland;USA;3.0;1750.0;7020.0;3.0;08/05/2014
660000;Seattle;USA;2.0;1320.0;8830.0;3.0;08/05/2014
347500;Federal Way;USA;3.0;2460.0;41343.0;4.0;08/05/2014
297950;Renton;USA;2.0;1240.0;3000.0;3.0;08/05/2014
245000;Des Moines;USA;2.0;1260.0;1575.0;3.0;08/05/2014
543200;Burien;USA;3.0;2820.0;8159.0;3.0;08/05/2014
1250000;Mercer Island;USA;4.0;3820.0;53574.0;3.0;08/05/2014
413450;Seattle;USA;4.0;1540.0;115434.0;4.0;08/05/2014
330000;Snoqualmie;USA;3.0;1550.0;4980.0;3.0;08/05/2014
424500;Redmond;USA;3.0;1460.0;10311.0;4.0;08/05/2014
230000;Algona;USA;3.0;1390.0;1484.0;3.0;08/05/2014
930000;Seattle;USA;5.0;2640.0;6895.0;3.0;08/05/2014
349000;Renton;USA;4.0;1590.0;131551.0;4.0;08/05/2014
835000;Seattle;USA;5.0;1910.0;7200.0;4.0;08/05/2014
988500;Burien;USA;3.0;2015.0;16807.0;3.0;08/05/2014
500000;Seattle;USA;3.0;1410.0;8053.0;4.0;08/05/2014
